generic_name,brand_name,shekl_daroei,pharmacologic_category,goroh_darmani,mavared_masraf,nahve_masraf,mavared_mane,mavared_ehtiyat_masraf,avarez_shayeh,masraf_hamelegi,moshkel_kabedi,test_moredeh_niyaz
سفوتاکسیم,-,ویال,500/1000,سفالوسپورین,برای درمان یا جلوگیری از عفونت های باکتریایی استفاده می شود.,سفوتاکسیم با تزریق عضلانی یا تزریق داخل وریدی انجام میشود. از آنجا که سفوتاکسیم توسط متابولیت های فعال و غیرفعال توسط کبد متابولیزه می شود و تا حد زیادی در ادرار دفع می شود ، تنظیم دوز ممکن است در افراد مبتلا به نقص کلیوی یا کبدی مناسب باشد.,اسهال ناشی از عفونت با باکتریهای کلستریدیوم دیفیسیل، التهاب روده بزرگ،  نقص شدید کلیوی، آلرژی: سفالوسپورین ها،  بتالاکتام.,داروهای آنتی بیوتیک می توانند باعث اسهال شوند که ممکن است نشانه عفونت جدید باشد. اگر اسهال آبکی یا خونریزی دارید ، با پزشک خود تماس بگیرید. از داروهای ضد اسهال استفاده نکنید مگر اینکه پزشک به شما بگوید.,درد ، سوزش ، و یا توده ای که در آن تزریق شده است ؛ اسهال خفیف. تب؛ جوش یا بثورات خفیف پوستی,در رده B قرار دارد.,سفوتاکسیم می تواند به کلیه های شما آسیب برساند. این اثر زمانی افزایش می یابد که شما از داروهای خاص دیگری نیز استفاده می کنید ، از جمله: آنتی ویروس ها ، شیمی درمانی ، آنتی بیوتیک های تزریقی ، داروهای اختلالات روده ، دارو برای جلوگیری از رد پیوند عضو ، داروهای پوکی استخوان تزریقی و برخی از داروهای درد یا آرتروز (از جمله آسپیرین ، تیلنول (,-
ازیترومایسین,زیم اکسیر,کپسول,ماکرولید,انتی باکتریال,آزیترومایسین یک داروی ضد باکتریایی ماکرولید است که برای درمان بیماران مبتلا به عفونت خفیف تا متوسط ​​ناشی از سویه های مستعد میکروارگانیسم های تعیین شده نشان داده شده است.,-,آزیترومایسین در بیمارانی که حساسیت زیادی به آزیترومایسین ، اریترومایسین ، هر ماکرولید یا داروی کتولید دارند ، منع مصرف دارد.,-,"واکنشهای آلرژیک جدی ، از جمله آنژیوادم ، آنافیلاکسی و واکنش های پوستی از جمله پوستی پوسته شدن اگزاناتوزوموزای حاد ,سندرم استیونز-جانسون و نکرولیز اپیدرمی سمی ، به ندرت در بیماران تحت درمان با آزیترومایسین گزارش شده است.",ردهB,عملکرد غیر طبیعی کبد ، هپاتیت ، زردی کلستاتیک ، نکروز کبدی و نارسایی کبدی گزارش شده است که برخی از آنها منجر به مرگ شده است. در صورت بروز علائم و علائم هپاتیت ، فوراً آزیترومایسین را قطع کنید.,SGPT، AST SGOT ، کراتینینLDH ، بیلی روبینپلاکت
ازیترومایسین,زیم اکسیر,سوسپانسیون,ماکرولید,انتی باکتریال,آزیترومایسین برای تزریق یک داروی ضد باکتری ماکرولید است که برای معالجه بیماران مبتلا به عفونت ناشی از سویه های مستعد میکروارگانیسم های تعیین شده مانندمایکوپلاسما پنومونیه ، استافیلوکوکوس اورئوس یا استرپتوکوک پنومونیه در بیمارانی که به درمان اولیه داخل وریدی نیاز دارند.,-,آزیترومایسین در بیمارانی که حساسیت زیادی به آزیترومایسین ، اریترومایسین ، هر ماکرولید یا داروی کتولید دارند ، منع مصرف دارد.,-,واکنش های آلرژیک جدی ، از جمله آنژیوادم ، آنافیلاکسی و واکنش های پوستی از جمله پوستی پوستی استخوان کلیه حاد ، سندرم استیونز-جانسون و نکرولیز اپیدرمی سمی در بیماران تحت درمان با آزیترومایسین گزارش شده است.,ردهB,عملکرد غیر طبیعی کبد ، هپاتیت ، زردی کلستاتیک ، نکروز کبدی و نارسایی کبدی گزارش شده است که برخی از آنها منجر به مرگ شده است. در صورت بروز علائم و علائم هپاتیت ، فوراً آزیترومایسین را قطع کنید.,SGPT، AST SGOT ، کراتینینLDH ، بیلی روبینپلاکت
ازیترومایسین,زیم اکسیر,سوسپانسیون,ماکرولید,انتی باکتریال,آزیترومایسین برای تزریق یک داروی ضد باکتری ماکرولید است که برای معالجه بیماران مبتلا به عفونت ناشی از سویه های مستعد میکروارگانیسم های تعیین شده مانندمایکوپلاسما پنومونیه ، استافیلوکوکوس اورئوس یا استرپتوکوک پنومونیه در بیمارانی که به درمان اولیه داخل وریدی نیاز دارند.,-,آزیترومایسین در بیمارانی که حساسیت زیادی به آزیترومایسین ، اریترومایسین ، هر ماکرولید یا داروی کتولید دارند ، منع مصرف دارد.,-,واکنش های آلرژیک جدی ، از جمله آنژیوادم ، آنافیلاکسی و واکنش های پوستی از جمله پوستی پوستی استخوان کلیه حاد ، سندرم استیونز-جانسون و نکرولیز اپیدرمی سمی در بیماران تحت درمان با آزیترومایسین گزارش شده است.,ردهB,عملکرد غیر طبیعی کبد ، هپاتیت ، زردی کلستاتیک ، نکروز کبدی و نارسایی کبدی گزارش شده است که برخی از آنها منجر به مرگ شده است. در صورت بروز علائم و علائم هپاتیت ، فوراً آزیترومایسین را قطع کنید.,SGPT، AST SGOT ، کراتینینLDH ، بیلی روبینپلاکت
آزیترومایسین,زیم اکسیر,قرص,ماکرولید,انتی باکتریال,آزیترومایسین یک داروی ضد باکتریایی ماکرولید است که برای درمان بیماران مبتلا به عفونت خفیف تا متوسط ​​ناشی از سویه های مستعد از میکروارگانیسم های تعیین شده بکارمیرود.,قرص آزیترومایسین ممکن است با یا بدون غذا مصرف شود. با این حال ، افزایش تحمل قرص در هنگام مصرف با مواد غذایی مشاهده شده است.,آزیترومایسین در بیمارانی که حساسیت زیادی به آزیترومایسین،اریترومایسین ، هر ماکرولید یا داروی کتولید دارند ، منع مصرف دارد.,-,واکنشهای آلرژیک جدی از جمله آنژیوادم ، آنافیلاکسی و واکنش های پوستی از جمله پوسته پوسته شدن، اگزاناتوزوموز حاد ، سندرم استیونز-جانسون و نکروز پوست ، به ندرت در بیماران تحت درمان با آزیترومایسین گزارش شده است.,ردهB,عملکرد غیر طبیعی کبد ، هپاتیت ، زردی کلستاتیک ، نکروز کبدی و نارسایی کبدی گزارش شده است که برخی از آنها منجر به مرگ شده است. در صورت بروز علائم و علائم هپاتیت ، فوراً آزیترومایسین را قطع کنید.,SGPT، AST SGOT ، کراتینینLDH ، بیلی روبینپلاکت
جنتامایسین,لورامایسین,امپول,امینوگلیکوزید,انتی باکتری,برای کاهش رشد باکتریهای مقاوم در برابر دارو و حفظ اثربخشی جنتامایسین تزریق ، سایر داروهای ضد باکتریایی ، جنتامایسین تزریق باید فقط برای درمان یا جلوگیری از عفونت هایی که اثبات شده یا به شدت مشکوک هستند از باکتریهای مستعد ایجاد شود.,دوز توصیه شده تزریق جنتامایسین برای مبتلایان به عفونتهای جدی و عملکرد کلیوی طبیعی 3 میلی گرم در کیلوگرم در روز است که هر سه ساعت یکبار در سه دوز مساوی تجویز می شود.,حساسیت به جنتامایسین منع مصرف آن است. سابقه حساسیت یا واکنشهای جدی سمی نسبت به سایر آمینوگلیکوزیدها ممکن است منع مصرف داروی جنتامایسین به دلیل حساسیت متقابل بیماران به داروها در این کلاس باشد.,تجویز تزریق جنتامایسین ، در صورت عدم وجود عفونت باکتریایی اثبات شده یا به شدت مشکوک یا نشانه پیشگیری ، بعید است که به نفع بیمار باشد و خطر ابتلا به باکتریهای مقاوم به دارو را افزایش می دهد.,علائم آن شامل سرگیجه ، سرگیجه ، وزوز گوش ، خروشان در گوش ها و همچنین کم شنوایی است که مانند سایر آمینوگلیکوزیدها ممکن است غیر قابل برگشت باشد. کاهش شنوایی معمولاً در ابتدا با کم شدن حدت زیاد ظاهر می شود. سایر عواملی که ممکن است خطر سمیت را افزایش دهند شامل دوز بیش از حد ، کم آبی بدن و قرار گرفتن در معرض قبلی در برابر سایر داروهای سم زدایی است.,شواهدی از آسیب (احتمالاً برگشت پذیر) در نفرونهای نابالغ کلیه جنین مرتبط با استفاده و آسیب عصبی جمجمه هشتم در ارتباط با قرار گرفتن در معرض آمینوگلیکوزید در رحم گزارش شده است. داده های کنترل شده در انسان وجود ندارد.,عوارض جانبی کلیوی ، همانطور که با وجود کاست ، سلول یا پروتئین در ادرار یا افزایش اوره وکراتینین سرم نشان داده شده است ، گزارش شده است. آنها بیشتر در بیمارانی که سابقه اختلال در کلیه دارند (بخصوص اگر دیالیز مورد نیاز باشد) و در بیمارانی که برای دوره های طولانی تر یا با دوزهای بیشتر از مقدار توصیه شده تحت درمان قرار می گیرند ، رخ می دهند.,-
آمیکاسین,لوروکاسین,آمپول,آمینوگلیکوزید,آنتی باکتریال,در بزرگسالان ، که گزینه های درمانی محدود و یا جایگزینی ندارند ، برای درمان بیماری ریه Mycobacterium avium (MAC) به عنوان بخشی از رژیم ترکیبی داروهای ضد باکتریایی در بیمارانی که بعد از حداقل 6 ماه متوالی کشت هنوز مثبت است مورد استفاده قرار می گیرد. چون اثربخشی بالینی محدود برای amikacin در حال حاضر در دسترس هستند ، amikacin را برای استفاده در بزرگسالانی که گزینه های درمانی محدودی دارند یا گزینه جایگزینی ندارند، مورد استفاده قرار می گیرد. این دارو برای استفاده در یک جمعیت محدود و خاص از بیماران مشخص شده است.,در افرادی که دچار هایپراکتیویتی مسیر هوایی هستند(بیماری انسداد مزمن ریوی ، آسم یا برونکواسپاسم)قبل از شروع درمان با آمیکاسین از آگونیست های انتخابی بتا 2 استفاده می شود.,منع مصرف در بیماران با حساسیت به هرگونه آمینوگلیکوزید,هایپرسنسیویتی پنومونیت، هموپتیزی، برونکواسپاسم، تشدید بیماری زمینه ای ریوی، واکنشهای آنافیلاکسی و حساسیتی، سمیت شنوایی، نفروتوکسیک بودن، محاصره عصبی عضلانی،  سمیت جنینی,عوارض جانبی آمیکاسین مشابه سایر آمینوگلیکوزیدها است. آسیب به کلیه و سموم بدن (که می تواند به کاهش شنوایی منجر شود) مهمترین اثرات هستند که در 1 تا 10٪ از کاربران رخ می دهد. تصور می شود سمیت کلیوی و سمیت شنوایی ناشی از تمایل آمینوگلیکوزیدها برای تجمع در کلیه ها و گوش داخلی است.آمیکاسین در صورت استفاده با دوز بالاتر یا طولانی تر از مقدار توصیه شده ، می تواند باعث سمیت عصبی شودآمیکاسین با عمل به توبولهای کلیوی پروگزیمال باعث نفروتوکسیک بودن (آسیب به کلیه ها) می شود.,این دارو فقط در دوران بارداری برای استفاده توصیه می شود که هیچ گزینه دیگری وجود نداشته باشد و سود آن بیشتر از خطر باشد.,عوارض جانبی به طور خاص با مصرف بیش از حد amikacinدر ارتباط نیستند. سمیت حاد باید با قطع مصرف amikacin درمان شود ، و آزمایش های اولیه عملکرد کلیه باید انجام شود.
سیپروفلوکساسین,سیپرواکسیر,"تبلت,ویال",فلورکینولون,انتی بیوتیک و اثر روی باکتری گرم مثبت و منفی,سیپروفلوکساسین برای درمان عفونتهای پیچیده مجاری ادراری و پیلونفریت ناشی از اشرشیا کولای استفاده می شود.,تعیین دوز برای هر بیمار خاص باید شدت و ماهیت عفونت ، حساسیت ارگانیسم ایجاد کننده ، یکپارچگی مکانیسم های دفاعی میزبان بیمار و وضعیت عملکرد کلیه و عملکرد کبدی را در نظر بگیرد.,سابقه حساسیت به سیپروفلوکساسین یا هر ماده دیگر دارو منع مصرف آن است. سابقه حساسیت به سایر کینولونها نیز ممکن است منع مصرف سیپروفلوکساسین باشد.,کوینولون ها ، از جمله سیپروفلوکساسین ،ممکن است باعث حوادث سیستم عصبی مرکزی (CNS شود ، از جمله: عصبی بودن ، اضطراب ، بی خوابی ، اضطراب ، کابوس یا پارانویا(,تهوع (2.5٪) ، اسهال (1.6٪) ، آزمایش عملکرد کبد غیر طبیعی (1.3 ٪) ، استفراغ (1٪) ، و بثورات (1٪). نفریت بینابینی ، نفریت ، نارسایی کلیوی ، پولیوریا ، احتباس ادرار ، خونریزی مجاری ادراری ، واژینیت ، اسیدوز ، درد پستان,در دسته بارداری C قرار دارد.بررسی تخصصی داده های منتشر شده در مورد تجربیات مربوط به استفاده از سیپروفلوکساسین در دوران بارداری توسط سیستم اطلاعات تراتوژن نتیجه گیری کرد که دوزهای درمانی در دوران بارداری بعید است که خطر جدی تراتوژنیک (کمیت و کیفیت داده ها = عادلانه) را ایجاد کنند ، اما داده ها برای بیان خطری کافی نیستند. قرارگیری در معرض کوینولون ها ، از جمله لووفلوکساسین ، در سه ماهه اول با افزایش خطر زایمان ، تولد زودرس ، نقص هنگام تولد یا وزن کم هنگام تولد همراه نیست.دو مطالعه اپیدمیولوژی کوچک پس از بازاریابی در مورد قرار گرفتن در معرض عمدتاً کوتاه مدت ، در سه ماهه اول ، نشان داد که فلوروکینولون ها خطر ابتلا به ناهنجاری های عمده ، سقط های خود به خود ، زایمان زودرس یا وزن کم هنگام تولد را افزایش نمی دهد.با این حال ، این برچسب یادآور می شود که این مطالعات برای ارزیابی اطمینان ایمنی قطعی یا خطر نقایص کمتر شایع توسط سیپروفلوکساسین در زنان باردار و جنین های در حال توسعه آنها کافی نیست.,نفریت بینابینی ، نفریت ، نارسایی کلیوی,تغییرات در پارامترهای آزمایشگاهی ذکر شده به عنوان عوارض جانبی بدون توجه به رابطه دارویی در زیر ذکر شده است:کبدی ALT (SGPT) ٪) ، AST (SGOT) (1.7٪) ، فسفاتاز قلیایی (0.8٪) ، LDH (0.4٪) ، بیلی روبین سرم (0.3٪).هماتولوژیک - ائوزینوفیلی (0.6٪) ، لکوپنی (0.4٪) ، کاهش پلاکت خون (0.1٪) ، پلاکت خون بالا (0.1٪) ، پانسیتوپنی (0.1٪).کلیه - مقادیر کراتینین سرم (1/1٪) ، BUN ، کریستالوریا ، سیلیندروریا و هماتوری گزارش شده است
سیپروفلوکساسین,سیپرواکسیر,"تبلت,ویال",فلورکینولون,انتی بیوتیک و اثر روی باکتری گرم مثبت و منفی,سیپروفلوکساسین برای درمان عفونتهای پیچیده مجاری ادراری و پیلونفریت ناشی از اشرشیا کولای استفاده می شود.,تعیین دوز برای هر بیمار خاص باید شدت و ماهیت عفونت ، حساسیت ارگانیسم ایجاد کننده ، یکپارچگی مکانیسم های دفاعی میزبان بیمار و وضعیت عملکرد کلیه و عملکرد کبدی را در نظر بگیرد.,سابقه حساسیت به سیپروفلوکساسین یا هر ماده دیگر دارو منع مصرف آن است. سابقه حساسیت به سایر کینولونها نیز ممکن است منع مصرف سیپروفلوکساسین باشد.,کوینولون ها ، از جمله سیپروفلوکساسین ،ممکن است باعث حوادث سیستم عصبی مرکزی (CNS شود ، از جمله: عصبی بودن ، اضطراب ، بی خوابی ، اضطراب ، کابوس یا پارانویا(,تهوع (2.5٪) ، اسهال (1.6٪) ، آزمایش عملکرد کبد غیر طبیعی (1.3 ٪) ، استفراغ (1٪) ، و بثورات (1٪). نفریت بینابینی ، نفریت ، نارسایی کلیوی ، پولیوریا ، احتباس ادرار ، خونریزی مجاری ادراری ، واژینیت ، اسیدوز ، درد پستان,در دسته بارداری C قرار دارد.بررسی تخصصی داده های منتشر شده در مورد تجربیات مربوط به استفاده از سیپروفلوکساسین در دوران بارداری توسط سیستم اطلاعات تراتوژن نتیجه گیری کرد که دوزهای درمانی در دوران بارداری بعید است که خطر جدی تراتوژنیک (کمیت و کیفیت داده ها = عادلانه) را ایجاد کنند ، اما داده ها برای بیان خطری کافی نیستند. قرارگیری در معرض کوینولون ها ، از جمله لووفلوکساسین ، در سه ماهه اول با افزایش خطر زایمان ، تولد زودرس ، نقص هنگام تولد یا وزن کم هنگام تولد همراه نیست.دو مطالعه اپیدمیولوژی کوچک پس از بازاریابی در مورد قرار گرفتن در معرض عمدتاً کوتاه مدت ، در سه ماهه اول ، نشان داد که فلوروکینولون ها خطر ابتلا به ناهنجاری های عمده ، سقط های خود به خود ، زایمان زودرس یا وزن کم هنگام تولد را افزایش نمی دهد.با این حال ، این برچسب یادآور می شود که این مطالعات برای ارزیابی اطمینان ایمنی قطعی یا خطر نقایص کمتر شایع توسط سیپروفلوکساسین در زنان باردار و جنین های در حال توسعه آنها کافی نیست.,نفریت بینابینی ، نفریت ، نارسایی کلیوی,تغییرات در پارامترهای آزمایشگاهی ذکر شده به عنوان عوارض جانبی بدون توجه به رابطه دارویی در زیر ذکر شده است:کبدی ALT (SGPT) ٪) ، AST (SGOT) (1.7٪) ، فسفاتاز قلیایی (0.8٪) ، LDH (0.4٪) ، بیلی روبین سرم (0.3٪).هماتولوژیک - ائوزینوفیلی (0.6٪) ، لکوپنی (0.4٪) ، کاهش پلاکت خون (0.1٪) ، پلاکت خون بالا (0.1٪) ، پانسیتوپنی (0.1٪).کلیه - مقادیر کراتینین سرم (1/1٪) ، BUN ، کریستالوریا ، سیلیندروریا و هماتوری گزارش شده است
لوفلوکساسین,تاواسین,ویالتبلت,500میلی گرم در 20میلی لیتر500/750,500میلی گرم در 20میلی لیتر,دوز معمول قرص لووفلوکساسین 250 میلی گرم یا 500 میلی گرم به صورت خوراکی در هر 24 ساعت انجام می شوددوز معمول تزریق لووفلوکساسین 250 میلی گرم یا 500 میلی گرم است که طی 60 دقیقه هر 24 ساعت از طریق تزریق کند انجام می شود و یا 750 میلی گرم از طریق تزریق آهسته بیش از 90 دقیقه هر 24 ساعت انجام می شود.,لووفلوکساسین در افرادی که حساسیت بالایی به لووفلوکساسین یا سایر ضد باکتری های کینولون دارند ، منع مصرف دارد.,عوارض جانبی جانبی که معمولاً مشاهده می شود شامل تاندونیت ، پارگی تاندون ، آرتروالژی ، میالژی ، نوروپاتی محیطی و اثرات سیستم عصبی مرکزی (توهم ، اضطراب ، افسردگی ، بی خوابی ، سردردهای شدید و سردرگمی) است. این واکنش ها می توانند در طی چند ساعت تا چند هفته پس از شروع لووفلوکساسین رخ دهند.,در رده C قرار دارد.,قرص لووفلوکساسین را با احتیاط در بیماران دارای نقص کلیوی مصرف کنید. رعایت دقیق بالینی و مطالعات آزمایشگاهی مناسب باید قبل و در طول درمان انجام شود.,-
لوفلوکساسین,تاواسین,ویالتبلت,500میلی گرم در 20میلی لیتر500/750,500میلی گرم در 20میلی لیتر,دوز معمول قرص لووفلوکساسین 250 میلی گرم یا 500 میلی گرم به صورت خوراکی در هر 24 ساعت انجام می شوددوز معمول تزریق لووفلوکساسین 250 میلی گرم یا 500 میلی گرم است که طی 60 دقیقه هر 24 ساعت از طریق تزریق کند انجام می شود و یا 750 میلی گرم از طریق تزریق آهسته بیش از 90 دقیقه هر 24 ساعت انجام می شود.,لووفلوکساسین در افرادی که حساسیت بالایی به لووفلوکساسین یا سایر ضد باکتری های کینولون دارند ، منع مصرف دارد.,عوارض جانبی جانبی که معمولاً مشاهده می شود شامل تاندونیت ، پارگی تاندون ، آرتروالژی ، میالژی ، نوروپاتی محیطی و اثرات سیستم عصبی مرکزی (توهم ، اضطراب ، افسردگی ، بی خوابی ، سردردهای شدید و سردرگمی) است. این واکنش ها می توانند در طی چند ساعت تا چند هفته پس از شروع لووفلوکساسین رخ دهند.,در رده C قرار دارد.,قرص لووفلوکساسین را با احتیاط در بیماران دارای نقص کلیوی مصرف کنید. رعایت دقیق بالینی و مطالعات آزمایشگاهی مناسب باید قبل و در طول درمان انجام شود.,-
اسیکلوویر,-,ویال,عفونت هرپس ویروس,انتی ویروس,عفونتهای تبخال ساده,5میلی گرم در کیلوگرم تزریق شده با سرعت ثابت بیش از 1 ساعت ، هر 8 ساعت به مدت 7 روز.,تزریق سدیم آسیکلوویر برای بیمارانی که حساسیت بیشتری به آسیکلوویر دارند منع مصرف دارد.,استفاده همزمان با دیگر داروهای نفروتوکسیک، سابقه بیماری کلیوی از قبل، تجویز آسیکلوویر به صورت تزریق داخل وریدی باید با هیدراتاسیون کافی همراه باشد.برای تنظیم دوز باید بیماری های عصبی زمینه ای، بیماری های کلیوی جدی ، کبدی ، یا ناهنجاری های الکترولیت ،مورد توجه قرار بگیرد.,شایع ترین عارضه جانبی گزارش شده در طی تجویز آسیکلوویر التهاب یا فلبیت در محل تزریق است.,در رده B قرار دارد.,-,-
ونکومایسین,ونکوکسیر,ویال,گلیکوپپتید,انتی باکتریال,برای انتروکولیت ناشی از استافیلوکوکوس اورئوس (از جمله سویه های مقاوم به متی سیلین),Bرده,نارسایی کلیه معمولاً با افزایش سطح سرمی کراتینین یا غلظت BUN مشخص می شود,-
رزاوستاتین,رزاکسیر,قرص,کاهنده چربی,قلبی عروقی,هایپرتریگلیسیریدمی: قرص های روزوواستاتین به عنوان درمان کمکی برای رژیم غذایی برای درمان بیماران بزرگسال مبتلا به هایپرتریگلیسیریدمی معرفی شده است.dysbetalalopoproteinemia اولیه (Hyperlipoproteinemia نوع III): قرص های روزوواستاتین به عنوان یک مکمل رژیم غذایی برای درمان بیماران بزرگسال مبتلا به dysbetalipoproteinemia اولیه (Hyperlipoproteinemia نوع III) معرفی شده است.بیماران بزرگسال مبتلا به هایپرکلسترول خانوادگی هموزیگوت: قرص های روزوواستاتین به عنوان درمان کمکی برای سایر درمان های کاهش دهنده چربی (به عنوان مثال ، دیافراگم LDL) یا به تنهایی درصورتی که چنین درمانی برای کاهش LDL-C ، Total-C و ApoB در بیماران بزرگسال مبتلا به هموزیگوس وجود ندارد ، نشان داده شده است.,دوز قرص روزوواستاتین در بزرگسالان 5 تا 40 میلی گرم خوراکی یک بار در روز می باشد. دوز شروع معمول 10 تا 20 میلی گرم یک بار در روز است. دوز شروع معمول در بیماران بالغ با فشار خون بالا خانوادگی هموزیگوت 20 میلی گرم یک بار در روز است.حداکثر دوز روزوواستاتین 40 میلی گرم فقط باید برای بیمارانی استفاده شود که با استفاده از دوز 20 میلی گرم به هدف LDL-C خود نرسیده اند.قرص های روزوواستاتین را می توان به عنوان یک دوز واحد در هر ساعت از روز ، با یا بدون غذا تجویز کرد. قرص باید کاملاً بلعیده شود.هنگام شروع درمان با قرص های روزوواستاتین یا جابجایی از دیگر مهارکننده های HMG-CoA ردوکتاز ، ابتدا باید از حداقل دوز قرص های روزوواستاتین استفاده شود و تنها پس از آن با توجه به پاسخ بیمار تنظیم دوز گردد.,بیماران با حساسیت شناخته شده به هر مؤلفه این محصول. واکنشهای حساسیتی: بثورات پوستی ، خارش ، کهیر و آنژیوادم همراه با روزوواستاتینبیماران مبتلا به بیماری فعال کبدی ، که ممکن است شامل افزایش مداوم و غیر قابل توضیح سطح ترانس آمیناز کبدی باشد.,اثرات عضلاتی اسکلتی:موارد میوپاتی و راببدیولیز با نارسایی حاد کلیوی ثانویه به میوگلوبینوریا با مهارکننده های HMG-CoA ردوکتاز از جمله روزواستاتین گزارش شده است.اگر سطح کراتین کیناز به میزان قابل توجهی افزایش یابد یا میوپاتی تشخیص داده شود یا مشکوک شود ، باید روزوواستاتین قطع شود.ناهنجاری آنزیم های کبدی:توصیه می شود قبل از شروع روزوواستاتین تست های آنزیم کبدی انجام شود.ضد انعقاد کومارین همزمان:در بیمارانی که همزمان داروهای ضد انعقاد کومارین و روزوواستاتین مصرف می کنند ، INR باید قبل از شروع روزوواستاتین و به طور کافی در طول درمان اولیه تعیین شود تا اطمینان حاصل شود که هیچ تغییر قابل توجهی در INR رخ نمی دهد.پروتئینوریا و هماتوریا:در بیمارانی که روزوواستاتین 40 میلی گرم دریافت می کردند ، احتمال بروز این عارضه بیشتر بوده است.اثرات بر روی غدد درون ریز:افزایش سطح HbA1c و گلوکز سرم ناشتا با مهارکننده های HMG-CoA ردوکتاز از جمله قرص روزوواستاتین گزارش شده است.,سردرد ، درد عضلانی ، شکم ، درد ، ضعف ، حالت تهوع ، سرگیجه ، واکنش های حساسیت (از جمله بثورات ، خارش ، کهیر و تورم) و التهاب پانکراس.,در بارداری در ردهDقرار دارد.در شیر ترشح می گردد.,اختلال کلیوی:در اختلالات کم تا متوسط نیاز به تنظیم دوز نمی باشد. اختلال کبدی:روزوواستاتین در بیماران مبتلا به بیماری فعال کبدی منع مصرف دارد.,-
